MW,LogP,NumHDonors,NumHAcceptors
451.3800000000002,2.8522800000000013,2.0,7.0
479.52700000000016,5.5785000000000045,1.0,6.0
504.58400000000023,3.521300000000002,1.0,8.0
597.7370000000002,5.204900000000005,2.0,6.0
480.5440000000004,3.6127800000000017,1.0,7.0
498.53400000000033,3.560780000000001,1.0,7.0
483.39700000000016,3.019120000000001,2.0,7.0
485.82500000000016,3.414500000000001,2.0,7.0
488.5600000000003,3.6533000000000015,1.0,7.0
433.39000000000016,2.4655000000000005,2.0,7.0
371.34700000000015,2.2428800000000004,2.0,6.0
419.3630000000001,2.0754,2.0,7.0
382.3170000000001,2.6494,2.0,5.0
665.8570000000002,3.0257000000000036,5.0,7.0
431.4680000000001,2.9744800000000007,2.0,7.0
378.8600000000002,3.7932000000000015,2.0,5.0
468.9130000000003,2.9979000000000005,2.0,6.0
438.91200000000015,2.905800000000001,2.0,6.0
638.7560000000001,5.097800000000005,3.0,7.0
465.52900000000034,3.8276800000000026,1.0,6.0
496.5430000000004,2.8491800000000005,1.0,8.0
460.5060000000002,2.8747000000000007,1.0,7.0
672.8389999999999,4.282400000000003,4.0,7.0
447.4660000000002,3.997200000000002,1.0,7.0
462.4820000000002,1.98677,3.0,7.0
456.90200000000016,3.044900000000001,2.0,6.0
412.7990000000002,3.364300000000001,2.0,5.0
537.5710000000003,3.8061000000000016,1.0,9.0
492.3510000000001,3.609300000000003,2.0,6.0
504.45600000000013,4.418800000000004,2.0,6.0
424.4360000000002,1.6621,2.0,7.0
458.86800000000017,4.566000000000002,2.0,5.0
439.51900000000035,3.8895700000000044,1.0,5.0
464.92800000000017,4.155920000000004,1.0,5.0
468.9600000000003,4.446900000000004,1.0,6.0
378.45100000000014,3.694600000000002,1.0,5.0
380.4882035560002,3.061300000000002,1.0,6.0
546.5590000000001,4.878600000000003,2.0,9.0
530.4910000000002,4.162000000000002,2.0,9.0
501.4530000000002,3.5484000000000018,2.0,9.0
457.46600000000024,2.4656800000000008,2.0,9.0
363.50500000000017,3.810100000000003,1.0,4.0
477.53700000000026,3.4777000000000022,2.0,8.0
468.5980000000002,4.236500000000003,2.0,6.0
529.5630000000003,4.853080000000004,1.0,6.0
549.4410000000003,4.345000000000003,1.0,6.0
439.51900000000023,3.210460000000001,1.0,6.0
454.5060000000001,3.0785800000000014,1.0,7.0
473.96100000000035,4.089400000000003,2.0,7.0
527.6000000000003,5.137780000000004,1.0,6.0
516.5300000000002,3.2559000000000013,2.0,10.0
500.4740000000004,2.8658200000000003,2.0,7.0
800.8459999999998,-1.98419999999999,10.0,16.0
461.40300000000013,4.317100000000002,1.0,7.0
518.4550000000003,4.292500000000002,2.0,8.0
488.9910000000004,4.999500000000005,1.0,5.0
437.47500000000014,3.6542800000000017,1.0,7.0
567.6180000000003,2.7569000000000017,1.0,9.0
412.53700000000026,4.236000000000003,1.0,5.0
442.43800000000005,4.077700000000002,2.0,6.0
446.93800000000016,4.016820000000003,1.0,5.0
518.5930000000004,4.357560000000004,1.0,7.0
398.5100000000002,3.581900000000002,2.0,5.0
468.9350000000003,5.587480000000004,1.0,5.0
535.6200000000005,4.376880000000003,1.0,7.0
509.58200000000016,3.5770800000000014,2.0,7.0
440.8780000000002,4.270400000000002,2.0,5.0
433.44300000000027,2.8135000000000012,1.0,8.0
454.88600000000025,2.955400000000001,2.0,6.0
455.4900000000002,2.6160000000000014,2.0,7.0
486.9030000000003,3.2951000000000015,2.0,6.0
531.4790000000002,3.5570000000000013,2.0,10.0
485.97200000000026,3.9266000000000023,2.0,7.0
528.5600000000003,3.0961000000000016,1.0,8.0
502.45600000000024,4.149000000000002,1.0,7.0
489.48200000000037,3.7516000000000025,1.0,7.0
523.5440000000002,3.890880000000002,1.0,9.0
530.5000000000001,2.956100000000001,2.0,8.0
424.4350000000001,4.643900000000003,1.0,6.0
487.3600000000001,2.8498,2.0,7.0
422.5320000000004,3.8521000000000027,1.0,4.0
437.5030000000002,3.235100000000001,1.0,6.0
521.9360000000004,4.409400000000003,2.0,8.0
530.4910000000002,4.162000000000002,2.0,9.0
411.54900000000026,4.841000000000005,1.0,4.0
596.4820000000003,5.5435200000000036,2.0,8.0
414.50900000000024,3.8247000000000027,1.0,6.0
455.4000000000002,2.7768800000000002,2.0,8.0
479.94000000000017,4.084400000000001,2.0,7.0
705.8469999999999,3.8500000000000023,4.0,7.0
656.815,3.6648000000000005,4.0,6.0
484.9560000000003,3.4178000000000006,2.0,6.0
705.8469999999999,3.8500000000000023,4.0,7.0
434.49300000000017,2.261,2.0,7.0
534.5230000000003,5.009100000000003,2.0,8.0
394.5152035560002,3.3073000000000023,1.0,6.0
500.47400000000033,3.2118200000000012,2.0,7.0
462.52600000000035,2.942820000000001,2.0,6.0
420.53200000000027,4.495700000000004,1.0,5.0
517.5170000000004,3.7646000000000015,2.0,9.0
533.5850000000003,4.481200000000003,2.0,9.0
495.5550000000004,3.4541800000000027,1.0,7.0
429.4020000000002,3.3186800000000014,2.0,6.0
423.94400000000024,4.1205000000000025,1.0,4.0
336.4390000000001,3.5993900000000023,1.0,4.0
421.5160000000003,4.617300000000004,1.0,5.0
467.42300000000023,3.1903000000000015,2.0,7.0
448.51700000000017,5.278880000000006,1.0,5.0
498.58400000000034,3.4757000000000025,2.0,9.0
581.5840000000001,3.676020000000002,1.0,12.0
493.5830000000002,4.606280000000003,1.0,6.0
485.51600000000025,3.050300000000001,1.0,8.0
453.3840000000002,4.627100000000004,1.0,5.0
380.42300000000023,2.0785,1.0,5.0
518.4550000000003,4.292500000000002,2.0,8.0
464.95000000000033,3.358320000000001,2.0,6.0
468.9130000000003,3.3455000000000013,2.0,6.0
445.4010000000002,2.3074000000000003,2.0,7.0
521.5930000000004,3.9851800000000024,1.0,7.0
516.9200000000002,4.667700000000003,2.0,8.0
511.5730000000004,4.555880000000004,1.0,6.0
534.5730000000003,3.8762000000000016,2.0,10.0
432.9550000000002,4.994680000000006,1.0,5.0
864.9510000000001,-2.3722000000000056,12.0,12.0
502.49000000000035,3.1118200000000007,2.0,7.0
515.5360000000004,4.4629800000000035,1.0,6.0
426.42800000000017,3.220900000000002,0.0,5.0
429.4020000000002,3.3186800000000014,2.0,6.0
469.51700000000017,4.234300000000003,2.0,7.0
461.85600000000017,2.978200000000001,2.0,7.0
516.5830000000003,3.7371000000000016,2.0,10.0
540.5960000000003,2.7730000000000015,1.0,9.0
447.57900000000035,3.110800000000002,1.0,5.0
520.6020000000003,3.689320000000002,2.0,7.0
414.4040000000002,2.0471600000000003,2.0,8.0
399.8170000000002,2.3521999999999994,2.0,7.0
477.8960000000002,3.102400000000001,2.0,7.0
508.55400000000037,2.5537800000000006,2.0,7.0
522.5810000000005,2.943880000000002,2.0,7.0
537.6360000000002,4.478780000000003,1.0,7.0
507.5660000000004,3.595080000000002,1.0,7.0
534.5730000000003,3.8762000000000016,2.0,10.0
526.5690000000003,2.384500000000001,1.0,9.0
476.5360000000003,4.403000000000004,1.0,7.0
440.4790000000001,2.7363800000000005,2.0,7.0
477.40600000000023,5.103780000000006,1.0,5.0
486.54400000000027,3.614320000000003,2.0,7.0
531.4790000000002,3.5570000000000013,2.0,10.0
466.9660000000003,3.4682000000000013,2.0,6.0
474.96400000000034,4.609400000000004,1.0,5.0
502.9530000000002,4.664000000000003,1.0,7.0
463.51600000000025,4.260200000000002,1.0,6.0
432.4590000000002,2.865660000000001,2.0,7.0
493.51800000000014,3.8822800000000015,1.0,8.0
464.52600000000024,3.986790000000002,2.0,7.0
436.89600000000024,2.8694699999999997,3.0,5.0
523.6090000000002,4.231180000000003,1.0,7.0
484.47500000000025,3.548020000000002,2.0,6.0
422.45700000000016,2.3915000000000006,2.0,6.0
452.55500000000035,1.6853799999999997,2.0,7.0
433.8710000000002,3.824480000000001,2.0,6.0
529.5630000000003,4.853080000000004,1.0,6.0
484.5320000000002,2.613900000000001,1.0,8.0
519.5240000000001,3.5120000000000022,2.0,7.0
408.4770000000002,3.0012000000000008,1.0,5.0
507.40400000000005,4.574400000000003,1.0,5.0
501.6180000000004,4.201500000000004,3.0,5.0
488.4690000000002,5.354700000000003,1.0,6.0
405.79200000000014,2.89628,2.0,6.0
429.25400000000013,4.068100000000002,2.0,5.0
398.7720000000001,3.1637000000000004,2.0,5.0
491.49900000000025,2.5305,2.0,7.0
442.5170000000003,2.97722,2.0,9.0
535.6660000000004,3.503000000000001,2.0,6.0
624.8260000000001,5.085300000000005,3.0,7.0
418.4070000000002,3.055580000000001,2.0,6.0
457.5560000000002,3.8300800000000015,2.0,8.0
475.5210000000002,3.4396000000000013,2.0,8.0
462.9380000000002,3.340300000000002,2.0,8.0
470.50500000000017,3.981790000000002,2.0,7.0
394.51520355600024,3.4514000000000022,1.0,6.0
412.44900000000007,2.9602000000000013,2.0,7.0
722.0060000000001,4.148800000000005,6.0,8.0
620.6970000000002,3.1843200000000014,3.0,6.0
621.6850000000003,2.3134000000000006,3.0,7.0
473.57700000000034,3.458400000000003,1.0,6.0
465.5290000000002,2.873800000000002,1.0,6.0
430.48000000000013,3.339380000000002,1.0,6.0
472.5170000000003,3.0188000000000006,1.0,7.0
687.85,4.5930000000000035,5.0,7.0
431.46800000000013,2.7343800000000007,1.0,7.0
450.3960000000001,2.9717000000000002,2.0,7.0
416.4810000000001,4.262700000000002,1.0,7.0
444.46300000000014,2.6757800000000005,1.0,7.0
557.8200000000005,5.855000000000006,3.0,5.0
489.54800000000023,3.0691000000000024,1.0,7.0
662.897,5.551400000000005,4.0,7.0
611.7300000000002,4.780700000000005,4.0,6.0
628.717,4.493900000000004,3.0,6.0
893.0050000000001,-1.736100000000004,12.0,12.0
519.5520000000005,4.620500000000003,1.0,7.0
511.57300000000015,4.554280000000004,1.0,6.0
453.5180000000001,3.6835800000000027,1.0,6.0
396.49100000000027,1.93438,1.0,6.0
535.6200000000003,3.7390000000000017,1.0,7.0
511.57300000000015,4.554280000000004,1.0,6.0
529.6530000000004,2.8508000000000004,4.0,7.0
600.5970000000003,4.683800000000004,3.0,6.0
576.6530000000004,3.767900000000002,3.0,7.0
426.5640000000003,4.6261000000000045,1.0,5.0
460.53100000000023,3.5974800000000027,1.0,7.0
439.4910000000001,3.341380000000001,2.0,6.0
590.6800000000003,4.158000000000002,3.0,7.0
602.5690000000003,3.6137000000000015,4.0,7.0
579.7320000000001,5.589620000000005,3.0,4.0
453.58600000000024,4.132000000000003,1.0,4.0
501.6180000000004,4.392600000000003,3.0,5.0
512.5010000000003,3.6276800000000016,2.0,9.0
571.8650000000001,5.119000000000003,2.0,6.0
616.5960000000005,3.656200000000002,4.0,7.0
469.3700000000001,2.9002,2.0,7.0
521.9360000000004,4.409400000000003,2.0,8.0
455.51900000000035,2.3669800000000003,2.0,7.0
453.5180000000002,3.188200000000002,1.0,6.0
313.417,3.129600000000001,2.0,4.0
541.6400000000002,3.5562000000000022,3.0,6.0
455.51900000000035,2.3669800000000003,2.0,7.0
412.34300000000013,2.972600000000001,2.0,6.0
448.7790000000001,4.043400000000002,2.0,5.0
433.793,3.6113000000000017,2.0,6.0
444.3600000000002,3.119700000000001,2.0,6.0
410.4770000000001,4.235400000000003,1.0,6.0
464.9500000000003,3.356720000000002,2.0,6.0
630.758,3.1137000000000015,4.0,7.0
421.35400000000016,3.225780000000001,2.0,6.0
416.5220000000002,4.188900000000003,2.0,7.0
701.8770000000001,4.8960000000000035,4.0,7.0
469.8760000000001,3.157580000000002,1.0,6.0
451.8860000000001,3.018480000000001,1.0,6.0
501.6180000000004,4.201500000000004,3.0,5.0
478.46000000000026,1.6170799999999999,2.0,8.0
505.6600000000002,2.9618,3.0,6.0
488.4690000000002,5.354700000000003,1.0,6.0
476.5550000000002,4.759920000000003,1.0,5.0
485.48800000000017,2.2929,2.0,8.0
469.54600000000033,2.6754000000000007,2.0,7.0
462.4820000000002,1.98677,3.0,7.0
541.5840000000002,3.4773200000000024,1.0,10.0
563.7200000000004,4.283200000000003,2.0,6.0
396.3860000000001,1.1023999999999998,2.0,9.0
414.4610000000002,3.504500000000003,0.0,4.0
537.5920000000004,3.223180000000002,1.0,8.0
498.5020000000003,3.9381200000000023,2.0,6.0
431.4210000000001,4.568200000000003,1.0,5.0
498.53400000000033,3.560780000000002,1.0,7.0
567.6240000000003,5.152100000000005,3.0,6.0
383.49200000000013,2.5889000000000006,1.0,5.0
377.48800000000017,2.5616000000000003,1.0,4.0
452.9140000000001,3.947300000000002,2.0,6.0
537.6360000000002,4.478780000000003,1.0,7.0
442.4850000000002,4.883400000000004,1.0,5.0
500.52100000000024,4.5530000000000035,1.0,7.0
409.4180000000001,1.4172000000000002,2.0,6.0
377.48800000000017,2.5616000000000003,1.0,4.0
361.48900000000015,3.5641000000000025,1.0,4.0
489.9600000000004,3.325800000000002,2.0,8.0
432.45500000000027,4.218500000000003,1.0,7.0
468.5290000000002,4.109800000000003,1.0,7.0
412.53700000000026,4.236000000000003,1.0,5.0
443.42900000000026,3.7087800000000026,2.0,6.0
484.50000000000017,2.897900000000001,2.0,7.0
446.5260000000003,4.488980000000003,1.0,6.0
447.57900000000035,3.110800000000002,1.0,5.0
443.8660000000002,2.6826000000000008,2.0,7.0
405.5420000000002,3.341800000000001,1.0,4.0
428.53600000000034,4.349880000000003,1.0,6.0
436.6210000000002,4.746100000000005,0.0,4.0
427.4110000000002,2.1683000000000003,2.0,7.0
463.9130000000001,3.462200000000002,2.0,7.0
408.93300000000016,4.518000000000003,1.0,5.0
412.53700000000026,4.236000000000003,1.0,5.0
539.6080000000002,3.4691800000000015,1.0,8.0
523.6090000000002,4.232780000000003,1.0,7.0
572.7280000000003,2.161200000000001,4.0,7.0
451.3800000000001,2.7611,2.0,7.0
469.3700000000001,2.7107,2.0,7.0
473.9610000000002,5.139340000000004,2.0,7.0
494.52000000000027,2.3633,2.0,8.0
480.4930000000002,2.3208,2.0,8.0
507.3890000000002,3.4494000000000016,2.0,8.0
426.5640000000003,4.626100000000004,1.0,5.0
438.3980000000002,1.8762800000000002,2.0,9.0
483.54400000000027,3.2205000000000013,1.0,7.0
508.6380000000004,4.125180000000003,3.0,6.0
466.39800000000014,2.7211800000000004,1.0,6.0
450.9450000000002,5.133780000000006,1.0,5.0
502.45600000000024,4.149000000000002,1.0,7.0
533.6350000000004,5.133200000000005,3.0,5.0
438.8870000000002,3.2932000000000006,3.0,6.0
498.53400000000033,3.560780000000002,1.0,7.0
479.8990000000002,4.483100000000003,2.0,7.0
413.46800000000025,3.1544000000000016,1.0,4.0
401.45700000000016,3.5169000000000024,1.0,5.0
439.45000000000016,4.347320000000003,1.0,7.0
561.8110000000004,5.585500000000006,3.0,4.0
415.58100000000024,5.667520000000004,2.0,3.0
533.5850000000003,4.481200000000003,2.0,9.0
425.4230000000001,4.038900000000002,1.0,7.0
416.5000000000002,4.480380000000004,1.0,5.0
425.4230000000001,4.038900000000002,1.0,7.0
520.5120000000002,2.907000000000002,2.0,8.0
535.6200000000005,4.234380000000003,1.0,7.0
485.4130000000002,3.1399000000000026,2.0,7.0
527.5970000000003,4.219000000000003,1.0,8.0
690.832,4.317200000000003,4.0,6.0
434.4710000000001,4.401800000000003,1.0,7.0
656.815,3.6648000000000014,4.0,6.0
423.8390000000002,2.82888,2.0,7.0
691.8199999999999,3.712200000000003,4.0,7.0
465.57300000000026,3.2133000000000016,2.0,6.0
555.9940000000004,5.265100000000004,2.0,8.0
429.92300000000023,4.622100000000004,1.0,5.0
429.4510000000001,4.385600000000003,1.0,6.0
432.49900000000025,3.4778800000000016,1.0,5.0
424.9320000000002,3.515500000000001,1.0,5.0
412.5370000000002,4.649700000000005,1.0,5.0
513.5700000000003,3.8289000000000026,1.0,8.0
507.5660000000004,3.595080000000002,1.0,7.0
462.48200000000014,2.6026000000000007,2.0,9.0
454.5460000000003,2.3985800000000013,2.0,6.0
447.8290000000001,2.5881000000000007,2.0,7.0
503.9460000000003,4.270300000000003,2.0,8.0
417.5090000000003,3.905580000000003,1.0,6.0
458.5190000000002,2.695500000000001,2.0,9.0
518.5050000000003,3.159600000000002,2.0,10.0
375.51600000000013,3.954200000000003,1.0,4.0
530.5000000000001,3.303700000000001,2.0,8.0
772.856,5.473800000000005,4.0,6.0
456.90200000000027,3.0449,2.0,6.0
454.47400000000016,3.1900000000000013,2.0,6.0
435.4340000000002,3.525100000000002,1.0,7.0
