molecule_chembl_id,units,smiles,IC50_norm,pIC50,bioactivity_class
CHEMBL1090027,nM,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cccnc3F)c2)N=C1N,30.0,7.522878745280337,Intermediate
CHEMBL412768,nM,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C)C(C)C,30.0,7.522878745280337,Intermediate
CHEMBL3261065,nM,NC1=NC(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)(C(F)F)COC1,30.0,7.522878745280337,Intermediate
CHEMBL1271450,nM,CN1C(=O)[C@@](c2ccc(OCCF)cc2)(c2cccc(-c3cccnc3F)c2)N=C1N,30.0,7.522878745280337,Intermediate
CHEMBL394595,nM,CCCN(CCC)C(=O)c1cc(C(=O)O)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,30.0,7.522878745280337,Intermediate
CHEMBL1824338,nM,CN1C(=O)[C@](c2cccc(-c3cccnc3F)c2)(c2cnn(CC(F)(F)F)c2)N=C1N,30.0,7.522878745280337,Intermediate
CHEMBL1824139,nM,CC(C)CCn1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cn1,30.0,7.522878745280337,Intermediate
CHEMBL1824138,nM,CC(C)Cn1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cn1,30.0,7.522878745280337,Intermediate
CHEMBL1824336,nM,CCn1cc(C2(c3ccc(F)c(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cn1,30.0,7.522878745280337,Intermediate
CHEMBL598259,nM,CCc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)ccn1,30.0,7.522878745280337,Intermediate
CHEMBL3670909,nM,C[C@]1(c2cc(NCc3nn(C(F)F)cc3Cl)ccc2F)N=C(N)COCC1(F)F,30.0,7.522878745280337,Intermediate
CHEMBL590730,nM,CCc1cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc(CC)n1,30.0,7.522878745280337,Intermediate
CHEMBL3688727,nM,Cc1cc(Cl)cnc1C(=O)Nc1cc(C)c(F)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,30.0,7.522878745280337,Intermediate
CHEMBL566012,nM,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc1C,30.0,7.522878745280337,Intermediate
CHEMBL42908,nM,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[C@@H](C)C(=O)NCC(C)C)c1,30.0,7.522878745280337,Intermediate
CHEMBL5203915,nM,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)[C@@](C)(C(F)F)C(=N)N3)c2)cn1,30.0,7.522878745280337,Intermediate
CHEMBL3653464,nM,NC1=N[C@@](c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)F)COC1,30.0,7.522878745280337,Intermediate
CHEMBL5779507,nM,CC#Cc1cncc(-c2csc(C3(C)CC4(CCC4)OC(N)=N3)c2)c1,30.0,7.522878745280337,Intermediate
CHEMBL1824144,nM,CCn1cc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cn1,30.0,7.522878745280337,Intermediate
CHEMBL4085715,nM,C[C@@]1(c2cc(CNC3CC3)c(F)cc2F)CCSC(N)=N1,30.0,7.522878745280337,Intermediate
CHEMBL2370886,nM,CCC(O)[C@H](NC(=O)[C@@H](N)CCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C)C(C)C)[C@@H](C)CC,30.0,7.522878745280337,Intermediate
CHEMBL3956333,nM,COC1CCC2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)N(C(C)C)C1=O,30.1,7.521433504406157,Intermediate
CHEMBL4174699,nM,C[C@]1(c2cc(NC(=O)c3cnc(OC(F)(F)C(F)(F)F)cn3)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,30.2,7.51999305704285,Intermediate
CHEMBL3909862,nM,COC(=O)c1ccc2c(c1)C1(N=C(N)N(C)C1=O)C1(CCC(OC)CC1)C2,30.3,7.518557371497695,Intermediate
CHEMBL3688723,nM,COc1cnc(C(=O)Nc2cc(C)c(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,30.5,7.515700160653214,Intermediate
CHEMBL3683809,nM,Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c(F)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,30.8,7.511449283499555,Intermediate
CHEMBL3960694,nM,COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(N)N(C)C1=O,30.9,7.510041520575165,Intermediate
CHEMBL3905251,nM,COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(N)N(CC2CCCO2)C1=O,30.9,7.510041520575165,Intermediate
CHEMBL6057728,nM,COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(SCC2CCCO2)N(CC2CCCO2)C1=O,30.9,7.510041520575165,Intermediate
CHEMBL5971819,nM,C#Cc1ccc2c(c1)[C@]1(N=C(N)N(C)C1=O)C1(CCC(OC)CC1)C2,30.9,7.510041520575165,Intermediate
CHEMBL2030999,nM,C=CC[C@H](NC(C)=O)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,31.0,7.508638306165727,Intermediate
CHEMBL3902541,nM,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)CO1,31.0,7.508638306165727,Intermediate
CHEMBL248223,nM,CCCC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(C)(=O)=O)c1,31.0,7.508638306165727,Intermediate
CHEMBL3640277,nM,CCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)nc(OC)c1F,31.0,7.508638306165727,Intermediate
CHEMBL2425598,nM,[2H]C([2H])(N[C@H]1C[S@+]([O-])C[C@@H](Cc2cc(F)c(N)c(O[C@H](COC)C(F)(F)F)c2)[C@@H]1O)c1cccc(C(C)C)c1,31.0,7.508638306165727,Intermediate
CHEMBL1821823,nM,Cc1ccccc1-c1ccc2nc(N)c(CC(C)C(=O)NCc3cncs3)cc2c1,31.0,7.508638306165727,Intermediate
CHEMBL5934725,nM,Cc1cc(Cl)cnc1C(=O)Nc1cccc([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)n1,31.0,7.508638306165727,Intermediate
CHEMBL3804970,nM,Cc1noc(C)c1[C@@H]1C[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)c(F)cc2F)N=C(N)S1,31.0,7.508638306165727,Intermediate
CHEMBL551980,nM,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)c1,31.0,7.508638306165727,Intermediate
CHEMBL3653714,nM,CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)C2(CCC2)C3)c1,31.0,7.508638306165727,Intermediate
CHEMBL3640284,nM,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3F)C2)nc(C2CC2)c1F,31.0,7.508638306165727,Intermediate
CHEMBL2178717,nM,CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ncccn3)C[C@H]2C1=O,31.0,7.508638306165727,Intermediate
CHEMBL3261053,nM,N#Cc1ccc(C(=O)Nc2cccc([C@]34C[C@H]3CCSC(N)=N4)c2)nc1,31.0,7.508638306165727,Intermediate
CHEMBL4519351,nM,Cc1ccccc1-c1ccc2nc(N)c(CC(C)C(=O)NC[C@@]34CCCO[C@@H]3CCOC4)cc2c1,31.0,7.508638306165727,Intermediate
CHEMBL2403772,nM,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCC2(CC2)C(N)=N1,31.0,7.508638306165727,Intermediate
CHEMBL3688708,nM,Cc1cc(C#N)cnc1C(=O)Nc1ccc(Cl)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,31.0,7.508638306165727,Intermediate
CHEMBL541738,nM,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(/C(C)=N\OCc3ccccc3)cc(N3CCCCS3(=O)=O)c2)c1,31.0,7.508638306165727,Intermediate
CHEMBL4094377,nM,CC(C)(NCc1cc([C@]2(C)CCSC(N)=N2)c(F)cc1F)C(F)(F)F,31.0,7.508638306165727,Intermediate
CHEMBL3923832,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCCO3)cc1C21N=C(N)N(CC(F)F)C1=O,31.0,7.508638306165727,Intermediate
CHEMBL1916006,nM,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](C)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@H](O)CN2)C1=O,31.0,7.508638306165727,Intermediate
CHEMBL5880946,nM,CC1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N=C(N)OC2(CCOCC2)C1(F)F,31.0,7.508638306165727,Intermediate
CHEMBL5175673,nM,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)[C@](C)(S(C)(=O)=O)C[C@@H]3F)c2)cn1,31.0,7.508638306165727,Intermediate
CHEMBL5186842,nM,C[C@@]1(c2cc(-c3ccc(Cl)cn3)ccc2F)CCC2(CC2)C(N)=N1,31.0,7.508638306165727,Intermediate
CHEMBL5826565,nM,C[C@@]1(c2cccc(NC(=O)c3ccc(Cl)cn3)n2)CO[C@@](C)(C(F)(F)F)C(N)=N1,31.0,7.508638306165727,Intermediate
CHEMBL2403769,nM,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)COCC(N)=N1,31.0,7.508638306165727,Intermediate
CHEMBL4289749,nM,Cc1cc2c(cn1)Oc1ccc(NC(=O)c3ccc(Cl)cn3)cc1[C@@]21COC(N)=N1,31.0,7.508638306165727,Intermediate
CHEMBL3688726,nM,Cc1cc(NC(=O)c2ncc(Cl)cc2F)cc([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1F,31.5,7.501689446210399,Intermediate
CHEMBL3958997,nM,COC1CCC2(CC1)Oc1ccc(-c3ccccc3)cc1C21N=C(N)N(C)C1=O,31.6,7.500312917381596,Intermediate
CHEMBL1817742,nM,CC(C)[C@H](NC(=O)[C@@H](N)CNC(=O)c1[nH]c(=O)[nH]c(=O)c1F)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)NC(C)(C)c1ccccc1,31.9,7.496209316942819,Intermediate
CHEMBL3688774,nM,N#Cc1cnc2c(Nc3ccc(Cl)c([C@@]4(C(F)F)N=C(N)O[C@@H]5C[C@@H]54)c3)ncc(F)c2c1,31.9,7.496209316942819,Intermediate
CHEMBL2048052,nM,CCOC[C@H](Oc1cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,32.0,7.494850021680094,Intermediate
CHEMBL1210431,nM,CC(C)CCCC(C)NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(N(c2ccccc2)S(C)(=O)=O)c1,32.0,7.494850021680094,Intermediate
CHEMBL558938,nM,CO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)cc(C(=O)N[C@H](C)c2ccccc2)c1,32.0,7.494850021680094,Intermediate
CHEMBL1915977,nM,COC[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)C1=O,32.0,7.494850021680094,Intermediate
CHEMBL2425599,nM,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](N[C@H](C)c3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,32.0,7.494850021680094,Intermediate
CHEMBL3640264,nM,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3F)C2)nc(C)c1Cl,32.0,7.494850021680094,Intermediate
CHEMBL3645172,nM,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2Cl)CCSC(N)=N1,32.0,7.494850021680094,Intermediate
CHEMBL3939817,nM,C[C@@]1(c2nc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,32.0,7.494850021680094,Intermediate
CHEMBL3919324,nM,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(C4CCOCC4)cc(F)c2O3)cn1,32.0,7.494850021680094,Intermediate
CHEMBL247596,nM,CC1CC1CNc1cc(C(=O)N[C@@H](Cc2ccsc2)[C@H](C)N)cc(N(C)S(C)(=O)=O)n1,32.0,7.494850021680094,Intermediate
CHEMBL256399,nM,CCCCCOc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@@H](C)C(=O)NC2CCCCC2)cc(N2CCCC2=O)c1,32.0,7.494850021680094,Intermediate
CHEMBL3957027,nM,Cc1cc(OC(F)F)cnc1C(=O)Nc1cc(C)c(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,32.0,7.494850021680094,Intermediate
CHEMBL3261044,nM,NC1=N[C@](c2ccc(OC(F)F)cc2)(c2cccc(OCCF)c2)C2=NCC(F)(F)CN12,32.0,7.494850021680094,Intermediate
CHEMBL3680894,nM,C[C@]1(F)COC(N)=N[C@]1(C)c1cc(NC(=O)C2CC2(F)F)ccc1F,32.0,7.494850021680094,Intermediate
CHEMBL5282833,nM,O=c1c(O)c(-c2ccc(F)cc2)oc2cc(F)c(I)cc12,32.18,7.492413960236989,Intermediate
CHEMBL3688700,nM,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Br)cn3)ccc2Cl)[C@H]2C[C@H]2O1,32.2,7.492144128304169,Intermediate
CHEMBL3683899,nM,NC1=N[C@@](c2cc(NC(=O)c3coc(C(F)F)n3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,32.2,7.492144128304169,Intermediate
CHEMBL3971821,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1C21N=C(N)N(C)C1=O,32.3,7.490797477668897,Intermediate
CHEMBL3683843,nM,Cc1cc(OC(F)F)cnc1C(=O)Nc1cc(Cl)c(F)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,32.3,7.490797477668897,Intermediate
CHEMBL3691359,nM,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](COCc3ccccc3)C[C@H]2CO1,32.3,7.490797477668897,Intermediate
CHEMBL3969124,nM,COC1CCC2(CC1)Cc1ccc(-c3cnn(C)c(=O)c3)cc1C21N=C(N)N(C)C1=O,32.3,7.490797477668897,Intermediate
CHEMBL5865766,nM,COC1CCC2(CC1)Cc1ccc(-c3cnn(C)c(=S)c3)cc1C21NC(=S)N(C)C1=O,32.3,7.490797477668897,Intermediate
CHEMBL3688627,nM,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,32.4,7.489454989793388,Intermediate
CHEMBL6017879,nM,COC1CCC2(CC1)Cc1ccc(Cl)cc1[C@@]21N=C(N)N(C)C1=O,32.4,7.489454989793388,Intermediate
CHEMBL5986138,nM,CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)cc3F)ccc1F)N=C(N)S2,32.7,7.485452247339714,Intermediate
CHEMBL3953251,nM,C[C@@]1(c2cc(Nc3nccc4cc(Cl)cnc34)cnc2F)C[C@@H](C(F)(F)F)OC(N)=N1,32.9,7.482804102050026,Intermediate
CHEMBL5795158,nM,C[C@]1(c2cc(NC(=O)c3coc(C(F)F)n3)ccc2F)N=C(N)O[C@H](CF)[C@@H]1F,32.9,7.482804102050026,Intermediate
CHEMBL3963410,nM,COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(F)c1,33.0,7.481486060122112,Intermediate
CHEMBL2171304,nM,CC(C)(C)Cc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1ccc(F)cc1)NC(=O)c1cccnc1)CC1(CCC1)O2,33.0,7.481486060122112,Intermediate
CHEMBL5881315,nM,CC1(C)C(N)=N[C@](C)(c2cc(/C=C(\F)c3ccc(C#N)cn3)cnc2F)CS1(=O)=O,33.0,7.481486060122112,Intermediate
CHEMBL3653468,nM,NC1=N[C@@](c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)(C(F)F)COC1,33.0,7.481486060122112,Intermediate
CHEMBL3914387,nM,[C-]#[N+]c1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,33.0,7.481486060122112,Intermediate
CHEMBL252263,nM,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)CCCC(C)C)cc(N2CCCC2=O)c1,33.0,7.481486060122112,Intermediate
CHEMBL5758223,nM,COCCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)[C@@]4(CF)CC[C@@H]3S4(=O)=O)c2)cn1,33.0,7.481486060122112,Intermediate
CHEMBL252458,nM,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)CCCC(C)C)cc(N2CCCC2=O)c1,33.0,7.481486060122112,Intermediate
CHEMBL570762,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@@]1(c2cccc(C(C)(C)C)c2)CC[C@H](C(F)(F)F)NC1,33.0,7.481486060122112,Intermediate
CHEMBL3909581,nM,NC1=N[C@@]2(c3cc(NC(=O)c4ncc(Cl)cc4Cl)ccc3F)OCC[C@H]2CS1,33.0,7.481486060122112,Intermediate
CHEMBL3919597,nM,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(Br)cn4)ccc3F)OCC[C@H]2CS1,33.0,7.481486060122112,Intermediate
CHEMBL3670379,nM,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)COCC(N)=N2)n1,33.0,7.481486060122112,Intermediate
CHEMBL5832408,nM,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CC4(CCOCC4)SC(N)=N3)c2)cn1,33.0,7.481486060122112,Intermediate
CHEMBL2019055,nM,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)O)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,33.0,7.481486060122112,Intermediate
CHEMBL5075177,nM,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CO[C@@](C)(C(F)(F)F)C(N)=N3)c2)c(C)c1,33.0,7.481486060122112,Intermediate
CHEMBL3985492,nM,Cc1nc(OC(F)F)cnc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1,33.0,7.481486060122112,Intermediate
CHEMBL3967984,nM,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(Cl)cn3)cs2)CO1,33.0,7.481486060122112,Intermediate
CHEMBL6009419,nM,C[C@H]1C[C@H]2CSC(NC(=O)c3ccccc3)=N[C@@]2(c2nc(NC(=O)c3ccc(Cl)cn3)cs2)CO1,33.0,7.481486060122112,Intermediate
CHEMBL3946502,nM,NC1=N[C@](CF)(c2cc(Nc3ncc(F)c4cc(C#CC5CC5)cnc34)ccc2F)C[C@@H](C(F)(F)F)O1,33.0,7.481486060122112,Intermediate
CHEMBL3653420,nM,NC1=NC(CF)(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)COC1,33.0,7.481486060122112,Intermediate
CHEMBL3946731,nM,COC1CCC2(CC1)Cc1ccc(C3=CC(O)CC3)cc1C21N=C(N)N(C)C1=O,33.1,7.480172006224281,Intermediate
CHEMBL3695746,nM,CN1C(=O)C[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1Oc1c2cc(Cl)nc1F,33.2,7.478861916295964,Intermediate
CHEMBL3693235,nM,NC1=N[C@@](c2cc(NC(=O)c3ncc(Cl)cc3CO)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,33.2,7.478861916295964,Intermediate
CHEMBL6033322,nM,O=C(Nc1ccc(F)c([C@@]2(C(F)F)N=CO[C@@H]3C[C@@H]32)c1)c1ncc(Cl)cc1CO,33.2,7.478861916295964,Intermediate
CHEMBL3688822,nM,Cc1cc(NC(=O)c2ncc(C#N)cc2F)cc([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1F,33.5,7.474955192963154,Intermediate
CHEMBL3688785,nM,NC1=N[C@@](c2cc(Nc3nccc4cc(Cl)cnc34)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,33.5,7.474955192963154,Intermediate
CHEMBL3930808,nM,C[C@@]1(c2nc(NC(=O)c3ncc(Br)cc3Cl)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,33.6,7.4736607226101555,Intermediate
CHEMBL3914985,nM,CN1C(=O)C2(N=C1N)c1cc(Cl)ccc1CC21CCc2ccccc2CC1,33.8,7.471083299722345,Intermediate
CHEMBL3688629,nM,Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,33.8,7.471083299722345,Intermediate
CHEMBL5814149,nM,NC1=N[C@](CF)(c2cc(NC(=O)c3cnc(C(F)(F)F)cn3)ccc2F)[C@H]2COCC[C@H]2O1,33.9,7.469800301796917,Intermediate
CHEMBL254069,nM,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@H]2CCc3ccccc32)cc(N2CCCCS2(=O)=O)c1,34.0,7.468521082957745,Intermediate
CHEMBL3683841,nM,COc1cnc(C(=O)Nc2cc(Cl)c(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,34.0,7.468521082957745,Intermediate
CHEMBL3261072,nM,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,34.0,7.468521082957745,Intermediate
CHEMBL3657443,nM,COCc1cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)cc(C#N)c1F,34.0,7.468521082957745,Intermediate
CHEMBL2349504,nM,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cncc(Cl)c4)cc32)N=C1N,34.0,7.468521082957745,Intermediate
CHEMBL3653430,nM,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)COCC1(F)F,34.0,7.468521082957745,Intermediate
CHEMBL1098734,nM,NC1=Nc2ccc3cc2CN1[C@H](C1CCCCC1)CCC(=O)N(C1CCCCC1)CCCc1cccc(c1)O3,34.0,7.468521082957745,Intermediate
CHEMBL449938,nM,CCn1nnc2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNCc3cccc(C(F)(F)F)c3)cc21,34.0,7.468521082957745,Intermediate
CHEMBL1821812,nM,Cc1ccccc1-c1ccc2nc(N)c(CCC(=O)NCC3CCCCC3)cc2c1,34.0,7.468521082957745,Intermediate
CHEMBL582045,nM,NC1=N[C@](c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cncnc3)c2)C2=NCCCN12,34.0,7.468521082957745,Intermediate
CHEMBL3983379,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(NC(=O)c3ccc(C(F)(F)F)cn3)cc1C21N=C(C)C(N)=N1,34.0,7.468521082957745,Intermediate
CHEMBL448945,nM,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNCc4ccccc4)cc13)N(C)S(=O)(=O)CC2.O=CO,34.0,7.468521082957745,Intermediate
CHEMBL1916163,nM,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](N)CN2)C1=O,34.0,7.468521082957745,Intermediate
CHEMBL393850,nM,CC1CC1CNc1cc(C(=O)N[C@H](CN)Cc2ccccc2)cc(N(C)S(C)(=O)=O)n1,34.0,7.468521082957745,Intermediate
CHEMBL5964909,nM,CN1C(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)=N[C@](C)(c2cc(/C=C(\F)c3ccc(F)cn3)ccc2F)CS1(=O)=O,34.0,7.468521082957745,Intermediate
CHEMBL3653479,nM,CC1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)COCC1(F)F,34.0,7.468521082957745,Intermediate
CHEMBL230250,nM,CC1CC1CNc1cc(C(=O)N[C@H](CN)Cc2cc(F)cc(F)c2)cc(N(C)S(C)(=O)=O)n1,34.0,7.468521082957745,Intermediate
CHEMBL3917003,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ccc(F)cc3F)cc1[C@@]21N=C(C)C(N)=N1,34.0,7.468521082957745,Intermediate
CHEMBL3981271,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(F)(F)F)cc1C21N=C(N)N(CC(F)(F)F)C1=O,34.0,7.468521082957745,Intermediate
CHEMBL5753510,nM,Cc1nc(C(=O)Nc2ccc(F)c(C3(C)N=C(N)OC4(CCC4)C3(F)F)c2)co1,34.0,7.468521082957745,Intermediate
CHEMBL2048210,nM,O=C(N[C@@H](Cc1ccccc1)[C@H](O)C(=O)Nc1cccc(-c2nn[nH]n2)c1)c1cc(I)cc(C(=O)N2COC[C@@H]2c2ccccc2)c1,34.0,7.468521082957745,Intermediate
CHEMBL3653403,nM,C[C@@]1(c2cc(NC(=O)c3ncc(C#N)cn3)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,34.0,7.468521082957745,Intermediate
CHEMBL3688657,nM,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)c(Cl)c1,34.1,7.467245621007502,Intermediate
CHEMBL3982045,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCC3)cc1C21N=C(N)N(C(C)C)C1=O,34.3,7.464705879957229,Intermediate
