molecule_chembl_id,units,smiles,IC50_norm,pIC50,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL3688716,nM,NC1=N[C@@](c2cc(NC(=O)c3ccccn3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,300.5,6.522155523661242,Intermediate,376.3380000000001,2.666800000000001,2.0,5.0
CHEMBL3654215,nM,Cc1nnc([C@H]2CC3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)o1,301.0,6.521433504406157,Intermediate,366.3930000000001,2.6908200000000013,1.0,7.0
CHEMBL3929500,nM,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H]([C@@H]3CCCO3)C[C@H]2CS1,302.0,6.51999305704285,Intermediate,354.4220000000001,2.8057000000000016,1.0,5.0
CHEMBL4749152,nM,COC[C@]12C[C@H]1[C@@](CF)(c1cc(/C=C(/F)c3ccc(Cl)cn3)ccc1F)N=C(N)S2,303.0,6.518557371497695,Intermediate,453.9170000000001,4.973100000000004,1.0,5.0
CHEMBL402754,nM,O=C(N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1C[C@@H](OCc2ccccc2)CN1)[C@H]1CC(=O)N(Cc2cccs2)C1,303.0,6.518557371497695,Intermediate,569.6740000000003,3.4105000000000016,3.0,6.0
CHEMBL3670308,nM,C[C@@]1(c2cc(NC(=O)c3cnc(-c4ncco4)cn3)ccc2F)C=CSC(N)=N1,304.0,6.517126416391246,Intermediate,410.4340000000001,3.3134000000000015,2.0,8.0
CHEMBL3688714,nM,CC(C)c1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,305.0,6.515700160653214,Intermediate,452.86400000000015,4.443600000000003,2.0,5.0
CHEMBL428587,nM,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCCCCC(C)C)cc(N2CCCC2=O)c1,305.0,6.515700160653214,Intermediate,508.70700000000045,4.363100000000004,4.0,5.0
CHEMBL3683792,nM,NC1=N[C@@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)[C@@H]2C[C@@H]2O1,306.0,6.514278573518419,Intermediate,410.7830000000001,3.1637000000000013,2.0,5.0
CHEMBL5743933,nM,C[C@]1(c2cc(/C=C(\F)c3cnc(N4CCC4)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,306.0,6.514278573518419,Intermediate,526.6130000000004,3.1876000000000015,1.0,8.0
CHEMBL3946217,nM,CCC(F)(F)Oc1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nc1,308.0,6.511449283499555,Intermediate,483.5660000000003,3.8538000000000014,2.0,9.0
CHEMBL2178151,nM,CC(C)Oc1cccc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)c1,308.0,6.511449283499555,Intermediate,485.61300000000017,4.402050000000003,2.0,6.0
CHEMBL5758381,nM,CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C\F)ccc1F)N=C(N)S2,309.0,6.510041520575165,Intermediate,351.422,2.889500000000001,1.0,4.0
CHEMBL254625,nM,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(I)c2)c1,310.0,6.508638306165727,Intermediate,627.5670000000002,5.045200000000005,3.0,4.0
CHEMBL1082547,nM,C[C@@H](NC(=O)c1cc(COC(=O)C(N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,310.0,6.508638306165727,Intermediate,557.6440000000002,2.688200000000002,3.0,7.0
CHEMBL3670921,nM,CC1(C)OCC(N)=N[C@](C)(c2cc(Nc3ccc(F)cc3)ccc2F)C1(F)F,310.0,6.508638306165727,Intermediate,395.4000000000001,4.724900000000003,2.0,4.0
CHEMBL3670915,nM,CC1(C)OCC(N)=N[C@](C)(c2cc(N[C@@H]3CCc4cc(C#N)cnc43)ccc2F)C1(F)F,310.0,6.508638306165727,Intermediate,443.4730000000001,4.208280000000003,2.0,6.0
CHEMBL3586204,nM,C[C@@]12CC[C@@H]3[C@](C)(CC[C@H](OC(=O)c4ccc(O)cc4)[C@]3(C)C(=O)O)[C@H]1CC[C@@H]1[C@@]3(C)CC[C@@H](O)[C@](C)(CO)[C@@H]3C[C@H](O)[C@@]1(O)C2,310.0,6.508638306165727,Intermediate,642.8300000000004,4.912700000000007,6.0,8.0
CHEMBL3914644,nM,CSCCCNc1ccc(F)c([C@]2(C)COCC(N)=N2)c1,310.0,6.508638306165727,Intermediate,311.42600000000004,2.5933,2.0,5.0
CHEMBL4444341,nM,C[C@@]1(c2ccc(F)cc2F)C[C@@H](c2cncnc2)SC(N)=N1,310.0,6.508638306165727,Intermediate,320.36800000000005,3.1629000000000005,1.0,5.0
CHEMBL2380807,nM,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2cscc2Br)C(=O)O)=N1,310.0,6.508638306165727,Intermediate,441.7780000000001,4.530800000000003,2.0,4.0
CHEMBL258356,nM,N#CCCN/C(N)=N\C(=O)Cn1c(-c2ccccc2)ccc1C12CC3CC(CC(C3)C1)C2,310.0,6.508638306165727,Intermediate,429.5680000000003,3.967480000000002,2.0,3.0
CHEMBL1097281,nM,NC1=Nc2ccc3cc2CN1[C@H](C1CCCCC1)CCC(=O)N([C@H]1CC[C@@H](C(=O)O)CC1)CCc1cccc(c1)O3,310.0,6.508638306165727,Intermediate,558.7230000000004,5.997900000000007,2.0,6.0
CHEMBL2159663,nM,CC(=O)c1ccccc1NC(=O)c1ccc(OCCCCC[n+]2ccccc2)cc1.[Br-],310.0,6.508638306165727,Intermediate,403.5020000000001,4.678300000000005,1.0,3.0
CHEMBL1210342,nM,C[C@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(N(c2ccccc2C#N)S(C)(=O)=O)c1)C(=O)NC1CCCCC1,310.0,6.508638306165727,Intermediate,631.7989999999999,3.784980000000001,4.0,7.0
CHEMBL5772048,nM,NC1=N[C@@]2(c3nc(NC(=O)c4ccc(Cl)cn4)cs3)CO[C@@H](C(F)(F)F)C[C@H]2CO1,310.0,6.508638306165727,Intermediate,461.8530000000002,2.9514000000000014,2.0,8.0
CHEMBL2178180,nM,COc1ccc(-c2nsc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)c(NC(C)=O)c(Cl)c2)cc1,310.0,6.508638306165727,Intermediate,506.4150000000002,4.637020000000002,3.0,5.0
CHEMBL4065393,nM,O=C(Nc1cccnc1)c1cccc(-c2cnc(-c3c[nH]c4ccccc34)[nH]2)c1,310.0,6.508638306165727,Intermediate,379.423,4.872300000000003,3.0,3.0
CHEMBL1923749,nM,CC(C)(C)Nc1c(-c2cccc(-c3nc4ccc(F)cc4[nH]3)c2)nc2ccccn12,312.0,6.505845405981557,Intermediate,399.47300000000007,5.894100000000004,2.0,4.0
CHEMBL404839,nM,O=C(N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1C[C@@H](OCc2ccccc2)CN1)[C@H]1CC(=O)N(Cc2ccccn2)C1,312.0,6.505845405981557,Intermediate,564.6330000000003,2.7440000000000007,3.0,6.0
CHEMBL3650786,nM,CC1(C)Oc2ccc(-c3cc(Cl)cnc3F)cc2C2(COC(N)=N2)C12COC2,313.0,6.504455662453552,Intermediate,403.8410000000003,3.2689000000000012,1.0,6.0
CHEMBL4215276,nM,C[C@@]1(c2cc(NC(=O)c3cnc(C(F)F)cn3)ccc2F)C=C(CF)OC(N)=N1,313.0,6.504455662453552,Intermediate,409.34300000000013,3.219100000000001,2.0,6.0
CHEMBL3688718,nM,COc1cnc(C(=O)Nc2ccc(C)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,313.5,6.503762454833264,Intermediate,403.3890000000001,2.23972,2.0,7.0
CHEMBL401141,nM,CCCC(CCC)S(=O)(=O)CCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1,314.0,6.503070351926786,Intermediate,518.7200000000003,3.6469000000000014,3.0,6.0
CHEMBL1923703,nM,C[C@H](NC(=O)c1cc(-c2ncc(-c3ccccc3)[nH]2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,315.0,6.501689446210399,Intermediate,474.5860000000002,4.630500000000004,2.0,4.0
CHEMBL3688810,nM,NC1=N[C@@](c2cc(N[C@@H]3CCc4cc(Br)ccc43)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,315.0,6.501689446210399,Intermediate,466.3010000000001,4.881400000000003,2.0,4.0
CHEMBL3966376,nM,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(CF)cn3)cs2)CO1,315.0,6.501689446210399,Intermediate,422.51100000000014,2.3367000000000004,2.0,9.0
CHEMBL5990503,nM,NC1=N[C@@](c2cc(N[C@H]3CCc4cc(Br)ccc43)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,315.0,6.501689446210399,Intermediate,466.3010000000001,4.881400000000003,2.0,4.0
CHEMBL3935967,nM,COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(OC)cc(F)c2O3)c(F)c1,315.0,6.501689446210399,Intermediate,481.4550000000002,4.318600000000003,2.0,7.0
CHEMBL5850269,nM,COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(NC(=O)OC(C)(C)C)N(CC(F)(F)F)C1=O,316.0,6.500312917381596,Intermediate,560.4110000000004,5.061100000000004,1.0,5.0
CHEMBL3654223,nM,Cc1nc([C@H]2CC3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)co1,316.0,6.500312917381596,Intermediate,365.4050000000001,3.2958200000000017,1.0,6.0
CHEMBL3634127,nM,C[C@]1(c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)N=C(N)CO[C@]1(F)C(F)(F)F,316.0,6.500312917381596,Intermediate,449.76700000000017,3.352100000000001,2.0,6.0
CHEMBL3974319,nM,COC1CCC2(CC1)Cc1ccc(C#N)cc1C21N=C(N)N(CC(N)(F)F)C1=O,316.1,6.500175504160421,Intermediate,403.43300000000016,1.59348,2.0,6.0
CHEMBL399748,nM,CC(=O)c1ccccc1-c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(C(=O)N[C@H](C)c2ccccc2)c1,317.0,6.498940737782249,Intermediate,589.7360000000003,5.501200000000005,4.0,5.0
CHEMBL3906965,nM,CC#Cc1cncc(-c2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c1,318.0,6.497572880015568,Intermediate,409.358,4.089800000000002,1.0,4.0
CHEMBL1257892,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(N)cc(C(C)(C)C)c2)CCCCC1,318.0,6.497572880015568,Intermediate,487.6350000000004,4.701800000000004,4.0,4.0
CHEMBL3650823,nM,N#Cc1cnc(C(=O)Nc2ccc3c(c2)C2(COC(N)=N2)C2(CC2)CO3)c(Cl)c1,318.0,6.497572880015568,Intermediate,409.8330000000002,2.5717800000000004,2.0,7.0
CHEMBL3703284,nM,NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OC1(CCCC1)C21COC1,319.0,6.496209316942819,Intermediate,378.4320000000003,2.4056000000000006,1.0,7.0
CHEMBL4288556,nM,NC1=N[C@@]2(CO1)c1cc(-c3cncc(F)c3)ccc1Oc1cnc(Cl)cc12,320.0,6.494850021680094,Intermediate,382.7820000000001,3.630300000000002,1.0,6.0
CHEMBL5760230,nM,Cc1cc(C2(c3cccc(Cl)c3)N=C(N)N(C)C2=O)ccc1OC(F)F,320.0,6.494850021680094,Intermediate,379.79400000000004,3.280120000000001,1.0,4.0
CHEMBL3670919,nM,CC1(C)OCC(N)=N[C@](C)(c2cc(NC3COc4cc(Cl)ccc43)ccc2F)C1(F)F,320.0,6.494850021680094,Intermediate,453.89200000000005,5.041200000000004,2.0,5.0
CHEMBL566633,nM,CN1C(=O)C(c2ccc(OC(F)(F)F)cc2)(c2cc(F)cc(-c3cncnc3)c2)N=C1N,320.0,6.494850021680094,Intermediate,445.3760000000001,3.2116000000000016,1.0,6.0
CHEMBL3957693,nM,C[C@@]1(c2cc(NC3CCc4cc(Cl)cnc43)ccc2F)COCC(N)=N1,320.0,6.494850021680094,Intermediate,374.8470000000002,3.576100000000001,2.0,5.0
CHEMBL3962268,nM,C[C@@]1(c2cc(NC3CCOC3)ccc2F)COCC(N)=N1,320.0,6.494850021680094,Intermediate,293.342,1.6290999999999998,2.0,5.0
CHEMBL1258352,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2csc(C(C)C)c2)CCCCC1,320.0,6.494850021680094,Intermediate,464.6220000000003,5.007000000000004,3.0,4.0
CHEMBL4449108,nM,Cc1onc(-c2ccc(F)cc2)c1[C@@H]1C[C@@](C)(c2ccc(F)cc2F)N=C(N)S1,320.0,6.494850021680094,Intermediate,417.4560000000001,5.475420000000004,1.0,5.0
CHEMBL3673191,nM,COC[C@H]1C[C@H]2CSC(N)=NC2(c2cc(C#N)c(F)cc2F)CO1,320.0,6.494850021680094,Intermediate,353.39400000000006,2.14478,1.0,6.0
CHEMBL3910292,nM,COc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)c(C)n1,320.0,6.494850021680094,Intermediate,434.5470000000002,2.18422,2.0,10.0
CHEMBL3902306,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ncc(C)s3)cc1C21N=C(N)N(CC(F)(F)F)C1=O,320.0,6.494850021680094,Intermediate,478.5400000000002,4.164520000000002,1.0,6.0
CHEMBL403107,nM,CCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2CC(=O)/N=C(/N)NCCCSC)cc1,321.0,6.493494967595128,Intermediate,499.0800000000003,5.448300000000004,2.0,4.0
CHEMBL5766049,nM,CC1(C)OC(=O)C(C(=O)c2ccc(C(F)(F)F)cc2)C(=O)O1,321.0,6.493494967595128,Intermediate,316.23100000000005,2.3404,0.0,5.0
CHEMBL3978356,nM,COC1CCC2(CC1)Cc1ccc(C(F)(F)F)cc1C21N=C(N)N(C)C1=O,321.3,6.493089274448482,Intermediate,381.39800000000014,2.8189,1.0,4.0
CHEMBL3354703,nM,CC(C)(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3ccncc3)ccc1O2,323.0,6.490797477668897,Intermediate,415.4930000000001,4.867700000000004,1.0,6.0
CHEMBL3640251,nM,CCOc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3)C2)nc(C)c1F,323.0,6.490797477668897,Intermediate,398.4420000000001,1.4412200000000006,1.0,7.0
CHEMBL1923160,nM,CN1CC(N)=N[C@](C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)C1=O,324.0,6.489454989793388,Intermediate,371.8280000000001,2.0317,2.0,5.0
CHEMBL3653710,nM,CC1=NC2(CCCc3ccc(-c4cncc(Cl)c4)cc32)N=C1N,325.0,6.488116639021126,Intermediate,324.81500000000005,3.722800000000003,1.0,4.0
CHEMBL2347875,nM,O=C(Nc1cc(Br)ccc1N1CCN(CCCN2C(=O)c3ccccc3C2=O)CC1)c1cc2ccccc2o/c1=N\c1ccccc1,326.0,6.486782399932061,Intermediate,690.5980000000003,6.488300000000006,1.0,7.0
CHEMBL3693226,nM,CC1(C#Cc2ccc(C(=O)Nc3ccc(F)c([C@@]4(C(F)F)N=C(N)O[C@@H]5C[C@@H]54)c3)nc2)COC1,327.0,6.485452247339714,Intermediate,470.45100000000025,3.054800000000002,2.0,6.0
CHEMBL4434956,nM,Cc1ccc(F)cc1-c1cccc(C2(c3ccccc3)N=C(N)N(C)C2=O)c1,328.1,6.483993769613953,Intermediate,373.43100000000015,3.831420000000003,1.0,3.0
CHEMBL4212939,nM,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(C4CC4)C=C(CF)OC(N)=N3)c2)nc1,329.0,6.482804102050025,Intermediate,409.3960000000001,3.1482800000000006,2.0,6.0
CHEMBL254138,nM,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)n2)cc(N2CCCC2=O)c1,330.0,6.481486060122112,Intermediate,531.6570000000004,3.140600000000001,4.0,7.0
CHEMBL4109969,nM,C[C@]1(c2nc(NC(=O)c3ncc(F)cc3N)ccc2F)N=C(N)OCC1(F)F,330.0,6.481486060122112,Intermediate,398.3200000000001,1.7847000000000002,3.0,7.0
CHEMBL1271345,nM,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(C#CC3CCCCC3)c2)N=C1N,330.0,6.481486060122112,Intermediate,437.49000000000035,4.250100000000003,1.0,4.0
CHEMBL2425609,nM,CC(C)(C)c1cccc(CN[C@H]2C[S@@+]([O-])C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)c1,330.0,6.481486060122112,Intermediate,584.5980000000002,5.017700000000005,3.0,5.0
CHEMBL570519,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCCN(C(N)=O)C1,330.0,6.481486060122112,Intermediate,516.6330000000003,3.330000000000001,4.0,4.0
CHEMBL257907,nM,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Cc3cccc(OC)c3)CCN2)c1,330.0,6.481486060122112,Intermediate,635.796,5.856920000000006,3.0,5.0
CHEMBL566198,nM,CCOc1ccc(C2(C34CC5CC(CC(C5)C3)C4)N=C(N)N(C)C2=O)cc1,330.0,6.481486060122112,Intermediate,367.49300000000005,3.2837000000000014,1.0,4.0
CHEMBL3677241,nM,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1cc(O)ccc1Br,330.0,6.481486060122112,Intermediate,387.229,4.1152000000000015,2.0,4.0
CHEMBL3653458,nM,CCc1nc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)co1,330.0,6.481486060122112,Intermediate,382.34200000000016,2.4762000000000004,2.0,6.0
CHEMBL2178189,nM,COc1ccc(-c2noc(C)c2C(=O)/N=C(\N)NCc2cc(C)c(NC(=O)C3CC3)c(Cl)c2)cc1,330.0,6.481486060122112,Intermediate,495.9670000000003,4.213640000000003,3.0,5.0
CHEMBL1916162,nM,CC(C)C[C@H]1CCN([C@@H](C)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccn3)CN2)C1=O,330.0,6.481486060122112,Intermediate,544.6430000000003,2.8406000000000002,3.0,6.0
CHEMBL3653367,nM,COc1ccc(C(=O)Nc2cccc([C@]3(C)COCC(N)=N3)c2)nc1,330.0,6.481486060122112,Intermediate,340.3830000000001,1.9450999999999998,2.0,6.0
CHEMBL5776318,nM,COCC(C)N1C(=O)C2(N=C1N)c1cc(Br)ccc1CC21CCC(OC)CC1,333.0,6.47755576649368,Intermediate,450.37700000000035,2.9677000000000016,1.0,5.0
CHEMBL3818084,nM,COc1ccc2c(c1)C/C(=C\C1CCN(Cc3ccccc3)CC1)C2=O,333.0,6.47755576649368,Intermediate,347.4580000000001,4.272600000000004,0.0,3.0
CHEMBL3672726,nM,CO[C@H]1CC[C@]2(CCc3ccc(-c4cncc(Cl)c4)cc3C23N=C(C)C(N)=N3)CC1,333.0,6.47755576649368,Intermediate,422.9600000000003,4.908100000000005,1.0,5.0
CHEMBL3974127,nM,COCC(C)N1C(=O)C2(N=C1N)c1cc(C#N)ccc1CC21CCC(OC)CC1,333.2,6.4772950072652495,Intermediate,396.4910000000003,2.07688,1.0,6.0
CHEMBL3905535,nM,COc1ccc(C(=O)Nc2cccc([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,334.0,6.476253533188435,Intermediate,426.37000000000006,3.1732000000000005,2.0,6.0
CHEMBL3962877,nM,COc1cc(F)cc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)c1,335.0,6.474955192963154,Intermediate,408.4450000000001,4.147100000000003,1.0,5.0
CHEMBL3914952,nM,C[C@H]1SC(N)=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](C3CC3)C[C@@H]12,337.0,6.4723700991286615,Intermediate,338.4230000000001,3.425200000000002,1.0,4.0
CHEMBL402374,nM,O=C(N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1C[C@@H](OCc2ccccc2)CN1)[C@H]1CC(=O)N(Cc2cccc(F)c2)C1,338.0,6.471083299722345,Intermediate,581.6350000000003,3.488100000000002,3.0,5.0
CHEMBL5962703,nM,NC1=N[C@](c2nc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,339.0,6.4698003017969175,Intermediate,411.7710000000001,2.7152000000000003,2.0,6.0
CHEMBL3688747,nM,NC1=N[C@@](c2nc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,339.0,6.4698003017969175,Intermediate,411.7710000000001,2.7152000000000003,2.0,6.0
CHEMBL553938,nM,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNc4ccc(OC)cc4)cc13)NS(=O)(=O)CCC2,339.0,6.4698003017969175,Intermediate,576.7189999999999,4.171800000000003,4.0,7.0
CHEMBL3902253,nM,COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(Cl)c3)cc1C21CN(CC(F)(F)F)C(N)=N1,339.7,6.468904453129972,Intermediate,495.94800000000026,5.665500000000005,1.0,4.0
CHEMBL3907163,nM,CCCCNc1ccc(F)c([C@]2(C)COCC(N)=N2)c1,340.0,6.468521082957745,Intermediate,279.3589999999999,2.6403,2.0,4.0
CHEMBL1209221,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3C(=O)C4CCC3C4)c2)CCCCC1,340.0,6.468521082957745,Intermediate,525.6400000000003,4.337400000000003,3.0,4.0
CHEMBL6064779,nM,CCN1CC2(N=C1N)c1cc(-c3cc(F)cc(Cl)c3)ccc1CC21CCC(OC)CC1,340.0,6.468521082957745,Intermediate,441.97800000000035,5.1231000000000035,1.0,4.0
CHEMBL3653493,nM,CC(C)Oc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)cn1,340.0,6.468521082957745,Intermediate,423.39500000000015,2.503,2.0,7.0
CHEMBL3639523,nM,NC1=N[C@@](c2cc(NC(=O)c3cnc(O)cn3)ccc2F)(C(F)F)COC1,340.0,6.468521082957745,Intermediate,381.3140000000001,1.4214000000000004,3.0,7.0
CHEMBL3653503,nM,COCCOc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)nc1,340.0,6.468521082957745,Intermediate,438.4060000000002,2.346000000000001,2.0,7.0
CHEMBL3653504,nM,COCCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(F)c1,340.0,6.468521082957745,Intermediate,456.3960000000002,2.4851,2.0,7.0
CHEMBL5987777,nM,C[C@]1(c2cc(/C=C(\F)c3cnc(Cl)cn3)ccc2F)N=C(N)OC[C@@H]1OCC(F)(F)F,341.0,6.467245621007502,Intermediate,462.8060000000002,4.244300000000003,1.0,6.0
CHEMBL3650180,nM,Cc1nc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)no1,341.0,6.467245621007502,Intermediate,366.3930000000001,2.6908200000000013,1.0,7.0
CHEMBL5188873,nM,CC(C)C[C@H](NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc1ccc(OC(C)(C)C)cc1)C(=O)N1CCC[C@H]1C(=O)O,341.0,6.467245621007502,Intermediate,1099.337,3.866600000000015,7.0,12.0
CHEMBL1257417,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(CC(C)(C)C)c2)CC1,341.0,6.467245621007502,Intermediate,444.56600000000026,4.240400000000004,3.0,3.0
CHEMBL3985734,nM,CCc1nc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)co1,341.0,6.467245621007502,Intermediate,407.52100000000013,2.6276,2.0,9.0
CHEMBL3673199,nM,N#Cc1ccc(F)c(C23CO[C@@H](C4CC4)C[C@H]2CSC(N)=N3)c1,342.0,6.465973893943865,Intermediate,331.416,2.76928,1.0,5.0
CHEMBL3906599,nM,COC1CCC2(CC1)Cc1ccccc1C21N=C(N)N(C(C)C)C1=O,342.7,6.465085895570133,Intermediate,341.45500000000015,2.5787000000000004,1.0,4.0
CHEMBL3650184,nM,COc1cnc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)nc1,343.0,6.464705879957229,Intermediate,392.4310000000001,2.798000000000001,1.0,7.0
CHEMBL2349495,nM,CSc1cccc(-c2ccc3c(c2)C2(CC(C)(C)O3)N=C(N)N(C)C2=O)c1,344.0,6.46344155742847,Intermediate,381.5010000000001,3.6186000000000025,1.0,5.0
CHEMBL510737,nM,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(c3ccccc3)CCN2)c1,345.0,6.462180904926726,Intermediate,592.7310000000001,4.7158200000000035,3.0,5.0
CHEMBL3703268,nM,CC#Cc1cncc(-c2ccc3c(c2)C2(CSC(N)=N2)C2(COC2)CO3)c1,345.0,6.462180904926726,Intermediate,377.46900000000016,2.785800000000001,1.0,6.0
CHEMBL3928164,nM,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](C3CC3)C[C@H]2[C@@H](CF)S1,346.0,6.460923901207224,Intermediate,356.413,3.3748000000000022,1.0,4.0
CHEMBL1258002,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cnn(CC(C)(C)C)c2)CC1,346.0,6.460923901207224,Intermediate,434.53100000000023,2.8944,3.0,5.0
CHEMBL251970,nM,CC(=O)c1ccccc1-c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@H](C)c2ccccc2)cc(C(=O)N[C@H](C)c2ccccc2)c1,348.0,6.458420756053419,Intermediate,653.8230000000001,7.100000000000007,4.0,5.0
CHEMBL3896382,nM,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)C3(C#N)CC3)cs2)CO1,348.0,6.458420756053419,Intermediate,377.4950000000002,2.06718,2.0,8.0
CHEMBL3703281,nM,CC1(C)Oc2ccc(-c3cccnc3F)cc2C2(COC(N)=N2)C12COC2,348.0,6.458420756053419,Intermediate,369.3960000000002,2.615500000000001,1.0,6.0
CHEMBL3640271,nM,Cc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3)C2)nc(C2CC2)c1F,349.0,6.45717457304082,Intermediate,394.4540000000002,1.9199200000000005,1.0,6.0
CHEMBL5960361,nM,CC1(C)C(N)=N[C@](C)(c2cc(/C=C(\F)c3cnc(Oc4ccccc4)cn3)ccc2F)CS1(=O)=O,349.0,6.45717457304082,Intermediate,498.5550000000002,4.655000000000003,1.0,7.0
